race_id,course,course_id,date,off_time,distance,race_class,type,age_band,prize,field_size,going,surface,horse_id,horse,age,sex,trainer,trainer_id,trainer_location,trainer_rtf,owner,owner_id,lbs,ofr,rpr,ts,jockey,jockey_id,last_run,form,current_odds,comment,spotlight,quotes,number,draw,past_results_flags,silk_url,dist_y,mean_speed_figure,last_speed_figure,best_speed_figure_at_distance,best_speed_figure_at_track,avg_finishing_position,avg_ovr_btn,avg_finishing_position_going,avg_ovr_button_on_going,best_speed_figure_on_course_going_distance,last_speed_figure_on_going_distance,jockey_win_percentage_at_distance,trainer_win_percentage_at_distance,horse_ae_at_distance,horse_win_percentage_at_distance,trainer_21_days_win_percentage,jockey_21_days_win_percentage,trainer_win_percentage_at_course,trainer_avg_ovr_btn_at_course,trainer_avg_finishing_position_at_course,benter_proba,ensemble_proba,predicted_winner,mlp_proba,rf_proba,xgboost_proba
rac_11707930,Thirsk,crs_2080,2025-08-29 00:00:00,4:08,7f,Class 2,Flat,3yo+,"£15,702",14,Good,Turf,hrs_17762192,Persuasion,8,gelding,David & Nicola Barron,trn_354483,"Maunby, N Yorks",43.0,Laurence O'Kane,own_238540,128,88,107,94,Callum Rodriguez,jky_282675,26,718740,15,Below best since 7f Musselburgh win in spring,"Five-time winner at this trip, including at Musselburgh (good to soft) in April, but not at the same level in four outings since; only 1lb above mark he defied at Musselburgh but others arrive with more pressing claims.","""[{\""date\"": \""2025-04-19\"", \""horse\"": \""Persuasion\"", \""horse_id\"": \""hrs_17762192\"", \""race\"": \""Virgin Bet Every Saturday Money Back Silver Arrow Handicap\"", \""race_id\"": \""rac_11575447\"", \""course\"": \""Musselburgh\"", \""course_id\"": \""crs_416\"", \""distance_f\"": \""7\"", \""distance_y\"": \""1555\"", \""quote\"": \""We had the perfect trip, a good draw and a nice position. Persuasion went well throughout the race and toughed it out all the way to the line. He's been a consistent horse in defeat and he'd won off this mark at Haydock last year and we were fairly hopeful -  Callum Rodriguez, jockey.\""}]""",11,6,"""[\""CD\""]""",https://www.rp-assets.com/svg/5/3/6/59635.svg,1540,19.184017048404034,17.553858429271628,20.922622997449512,19.986303132169297,0.161290322580645,0.149253731343284,4.909090909090909,0.273972602739726,19.986303132169297,20.21669613010139,0.14,0.11,1.26,0.13,10.84,14.29,12.5,0.2622950819672131,4.5,0.15030169618516503,0.3021409682007815,0,0.3112784510637606,0.4527306140187496,0.3042501211166382
rac_11707930,Thirsk,crs_2080,2025-08-29 00:00:00,4:08,7f,Class 2,Flat,3yo+,"£15,702",14,Good,Turf,hrs_37193387,Fine Interview,4,gelding,Hamad Al Jehani,trn_233892,"Newmarket, Suffolk",75.0,Wathnan Racing,own_1300352,129,89,108,97,Jack Nicholls(5),jky_308319,30,13835,6,Effective on good but all three wins on soft; drawn wide; cheekpieces on; opposed for win,Latest Glorious Goodwood fifth of 17 on good ground was creditable but all three wins have come on soft and he's probably opposable for win purposes here from an outside stall; wears first-time cheekpieces.,"""[]""",8,13,"""[]""",https://www.rp-assets.com/svg/d/8/8/325088d.svg,1540,18.758976980092903,17.623551352071402,19.143751818731744,0,0.25,0.465116279069767,5,0.4,0,19.143751818731744,0.21,0.19,0,0,12.5,9.43,0,0,0,0.7787481847623898,0.7533022746624363,1,0.8947476222385966,0.6955064259236279,0.903006374835968
rac_11707930,Thirsk,crs_2080,2025-08-29 00:00:00,4:08,7f,Class 2,Flat,3yo+,"£15,702",14,Good,Turf,hrs_21794619,Rhythm Master,7,gelding,Geoffrey Harker,trn_103356,"Thirkleby, N Yorks",50.0,Tom Goodair & Jimmy Kay,own_1369356,129,89,108,100,Sam James,jky_261870,14,732313,10,Snapped losing run over C&D before third at Newmarket 14 days ago; ought to be competitive,"Snapped a losing run over C&D (good to firm; Desert Falcon third) at the beginning of the month and creditable third (Sterling Knight fourth) off this mark at Newmarket (1m, good to firm) 14 days ago; ought to be competitive again.","""[{\""date\"": \""2022-06-25\"", \""horse\"": \""Rhythm Master\"", \""horse_id\"": \""hrs_21794619\"", \""race\"": \""Jenningsbet Handicap\"", \""race_id\"": \""rac_10581675\"", \""course\"": \""Newcastle (AW)\"", \""course_id\"": \""crs_35178\"", \""distance_f\"": \""7\"", \""distance_y\"": \""1554\"", \""quote\"": \""Rhythm Master has been a bit of a rogue. We had to relieve him of his manhood, we tried the visor today and it made the world of difference - John Dance, owner.\""}]""",9,8,"""[\""CD\""]""",https://www.rp-assets.com/svg/b/9/3/342339b.svg,1540,18.73437813831022,18.438697318007662,20.24033462066,20.88794910429415,0.416666666666667,0.833333333333333,5.875,0.25,19.00188206551172,20.24033462066,0.11,0.09,1.17,0.12,11.11,25,9.38,0.1433370660694289,5.96875,0.1484395654137706,0.37339949514099274,0,0.9110709035318001,0.516574783315413,0.5717898607254028
rac_11708060,Sandown,crs_1404,2025-08-29 00:00:00,3:15,7f,Class 4,Flat,2yo,"£5,400",12,Good,Turf,hrs_56219513,Mr Keble,2,colt,John & Thady Gosden,trn_344619,"Newmarket, Suffolk",55.0,R J H Geffen,own_718328,128,0,0,0,Robert Havlin,jky_29508,0,0,13,Newcomer by Too Darn Hot out of Lancashire Oaks winner; stable also runs Accredit,Newcomer by Too Darn Hot out of 1m-1m4f winner (including AW 2yo and Group 2 Lancashire Oaks; RPR 109); both parents were Gosden-trained; stable also runs Accredit; market informative.,"""[]""",8,12,"""[]""",https://www.rp-assets.com/svg/2/8/5/179582.svg,1540,0,0,0,0,0,0,0,0,0,0,0.11,0.17,0,0,11.11,9.23,0,0,0,0.3515313673465988,0.41695617181056616,0,0.5158851801458355,0.46473361329721663,0.4768534302711487
rac_11707930,Thirsk,crs_2080,2025-08-29 00:00:00,4:08,7f,Class 2,Flat,3yo+,"£15,702",14,Good,Turf,hrs_24867906,Sterling Knight,6,gelding,Ed Dunlop,trn_81324,"Newmarket, Suffolk",45.0,Paul Turner,own_1109100,131,91,106,95,Billy Loughnane,jky_233301,14,441624,12,Bombproof gelding who is rarely far away in his races and each-way claims again,Bombproof gelding who is rarely far away in his races and posted another solid effort off this mark when fourth (Rhythm Master third) of eight over 1m at Newmarket (good to firm) a fortnight ago; each-way claims under Billy Loughnane.,"""[{\""date\"": \""2022-10-14\"", \""horse\"": \""Sterling Knight\"", \""horse_id\"": \""hrs_24867906\"", \""race\"": \""Watch On Racing TV Handicap\"", \""race_id\"": \""rac_10680748\"", \""course\"": \""Haydock\"", \""course_id\"": \""crs_598\"", \""distance_f\"": \""6\"", \""distance_y\"": \""1320\"", \""quote\"": \""We played the same cards as last time here and although the ground is a bit softer today, Sterling Knight has absolutely thrived on it. I started to make a move at the three pole and the only place to go was the inside. Luckily, he had plenty in the tank to get through the gaps. When he hit the front he idled and waited for something to come upsides him again. He's done it well -- Rhys Clutterbuck, jockey.\""}, {\""date\"": \""2022-05-06\"", \""horse\"": \""Sterling Knight\"", \""horse_id\"": \""hrs_24867906\"", \""race\"": \""Hascombe & Valiant Stud Handicap\"", \""race_id\"": \""rac_10513776\"", \""course\"": \""Ascot\"", \""course_id\"": \""crs_52\"", \""distance_f\"": \""6\"", \""distance_y\"": \""1320\"", \""quote\"": \""Sterling Knight is tough and durable and was entitled to run his race. It was a good performance at Windsor and he was going up 7lb, so we ran him with the penalty and 3lb off with Rhys, but he's definitely improving. He's strengthening and the handicapper can stop anything, but we hope this isn't the end of him. He's won over seven on the all-weather, but we just felt he wasn't seeing it out and he has a load of toe, so a stiff six here has really suited him. There's a good programme for three-year-old sprint handicappers and he'll have to follow it - Robin Trevor-Jones, travelling head lad.\""}]""",6,9,"""[\""D\""]""",https://www.rp-assets.com/svg/5/7/2/277275.svg,1540,18.84972264861415,16.98804265862329,19.720148414065907,0,0.294117647058824,0.4,4,0.4444444444444444,0,18.50337945712614,0.14,0.1,1.87,0.24,10.68,14.29,14.29,0.0992907801418439,4,0.661155460185788,0.5837547979119793,0,0.545058054904399,0.47526708779331206,0.9022349715232849
rac_11707930,Thirsk,crs_2080,2025-08-29 00:00:00,4:08,7f,Class 2,Flat,3yo+,"£15,702",14,Good,Turf,hrs_24517857,Flaming Rib,6,gelding,Hugo Palmer,trn_225081,"Malpas, Cheshire",58.0,Dale Dolan Dooley Owen,own_1274944,126,86,105,87,Jason Hart,jky_270729,26,78644,15,Well treated on best sprint form but 7f seemed to stretch him latest and he's drawn widest,Very well treated on best sprinting form but faded in the closing stages when tackling 7f for just a second time at Chester 26 days ago; has the outside stall so the negatives outweigh the positives.,"""[{\""date\"": \""2022-06-17\"", \""horse\"": \""Flaming Rib\"", \""horse_id\"": \""hrs_24517857\"", \""race\"": \""Commonwealth Cup (Group 1) (No Geldings) (British Champions Series)\"", \""race_id\"": \""rac_10514504\"", \""course\"": \""Ascot\"", \""course_id\"": \""crs_52\"", \""distance_f\"": \""6\"", \""distance_y\"": \""1320\"", \""quote\"": \""I was nervous about the ground and James [Doyle, jockey] did say that Flaming Rib would improve for better ground. He's never been a bad work horse but he did a piece of work last week that was 'wow' as he beat a horse rated a good bit higher than him with ease. We watched it the whole way and we thought it was just a case of Flotus to beat. We did that and even the cameraman thought he'd won, then they panned out and Perfect Power's flying - he's an unbelievably talented horse. Second place is the first loser and it's never somewhere that nice to be but we're really proud of what he's done and we're looking forward to a rematch at some stage - Hugo Palmer, trainer.\""}, {\""date\"": \""2022-05-21\"", \""horse\"": \""Flaming Rib\"", \""horse_id\"": \""hrs_24517857\"", \""race\"": \""Cazoo Sandy Lane Stakes (Group 2)\"", \""race_id\"": \""rac_10531560\"", \""course\"": \""Haydock\"", \""course_id\"": \""crs_598\"", \""distance_f\"": \""6\"", \""distance_y\"": \""1320\"", \""quote\"": \""Flaming Rib is a really tough horse who goes on any ground and that was definitely a step forward. We survived a stewards' enquiry in Ireland ten minutes ago, so we may have used up our luck! If we had been able to eyeball the winner all the way we might perhaps have got by him but he has certainly now justified going to Ascot for the big one - Hugo Palmer, trainer.\""}, {\""date\"": \""2022-05-06\"", \""horse\"": \""Flaming Rib\"", \""horse_id\"": \""hrs_24517857\"", \""race\"": \""Boodles Secret Garden Conditions Stakes (GBB Race)\"", \""race_id\"": \""rac_10513581\"", \""course\"": \""Chester\"", \""course_id\"": \""crs_338\"", \""distance_f\"": \""5\"", \""distance_y\"": \""1115\"", \""quote\"": \""Flaming Rib has done it really well. When I started Michael [Owen] had a fantasy he might be a Guineas horse and we thought the Greenham might be a chance and he showed there he was a sprinter. Although he didn't beat a horse in that, he ran fantastically well. He's in the Prix Texanita [on May 16] but it might come quite quickly - Hugo Palmer, trainer.\""}]""",12,14,"""[\""C\""]""",https://www.rp-assets.com/svg/6/3/7/318736.svg,1540,19.6069524224362,18.34862385321101,20.541933591767584,20.14146011578129,0.172413793103448,0.18018018018018,4.363636363636363,0.3206997084548105,0,20.541933591767584,0.11,0.14,0,0,8.68,14.29,0,0,0,0.47981384620590145,0.4459716857170226,0,0.4334973888029919,0.4578194807470082,0.04723638296127319
rac_11711089,Newcastle (AW),crs_35178,2025-08-29 00:00:00,8:00,7f14y,Class 5,Flat,3yo+,"£3,978",14,Standard,AW,hrs_34471864,Sedgemoor,4,gelding,John Butler,trn_235593,"Newmarket, Suffolk",62.0,Deerfield Syndicate,own_1120536,131,65,83,61,Mason Paetel(5),jky_312036,238,98707,21,Ex-Richard Hannon; won a handicap in June 2024 but disappointing since; stable debut,Ex-Richard Hannon; won a 7f Haydock handicap in June 2024; mainly disappointing since; best watched after a break on stable debut.,"""[]""",12,9,"""[\""D\""]""",https://www.rp-assets.com/svg/4/3/1/280134.svg,1554,18.52196325338929,17.327382515095824,19.678576746089263,0,0.119047619047619,0.104712041884817,9,0.1666666666666666,0,19.151599062004284,0.16,0.08,2.28,0.2,8.33,10.82,7.14,0.137999014292755,7.5,0.0672662342908301,0.21899718730656806,0,0.0003962588939999776,0.38869706720646013,0.27587777376174927
rac_11711089,Newcastle (AW),crs_35178,2025-08-29 00:00:00,8:00,7f14y,Class 5,Flat,3yo+,"£3,978",14,Standard,AW,hrs_24493959,Cusack,7,gelding,David Thompson,trn_132597,"Bolam, Co Durham",60.0,Kevin Kirkup,own_516548,136,70,81,47,Rhys Elliott(5),jky_308601,141,725117,9,Three wins here this year; below-par last time (April); may need the run after a break,"Has won three times here this year, last twice over 7f, the other at 1m; below-par when last seen in April and may need the run after 141-day break.","""[]""",7,12,"""[\""CD\""]""",https://www.rp-assets.com/svg/7/3/1/129137.svg,1554,18.25908588322518,15.58692929522942,19.563304558608188,19.563304558608188,0.3125,0.25974025974026,4.2272727272727275,0.1973979362943023,19.563304558608188,19.563304558608188,0.07,0.08,3.5,0.5,10.45,10.43,8.96,0.130859375,6.208955223880597,0.6490096812787787,0.5709018966819086,1,0.7645635570943616,0.4540536621252284,0.7259042859077454
rac_11711089,Newcastle (AW),crs_35178,2025-08-29 00:00:00,8:00,7f14y,Class 5,Flat,3yo+,"£3,978",14,Standard,AW,hrs_36179290,Flying Fletcher,4,gelding,Richard Fahey,trn_72090,"Musley Bank, N Yorks",52.0,Middleham Park Racing LXXII,own_861424,140,74,88,49,Oisin Orr,jky_281652,36,950055,3.75,Both wins have been over 6f here; fair efforts over 7f on turf last twice; should go well,"Both wins have been over 6f here, the latest in November last year; now 3lb lower and not disgraced over 7f on turf on last two starts; could go well.","""[]""",1,13,"""[\""C\""]""",https://www.rp-assets.com/svg/6/5/3/215356.svg,1554,18.914284241588792,16.435897435897434,21.38639689540553,19.784563969580137,0.104166666666667,0.115606936416185,4.888888888888889,0.3461538461538461,18.49767005953804,18.41470580668768,0.08,0.11,0,0,9.3,11.11,7.14,0.2142310635042081,7.5,0.9437028148970028,0.7574665663382795,0,0.9999605607455289,0.5764644935236289,0.467864990234375
rac_11711089,Newcastle (AW),crs_35178,2025-08-29 00:00:00,8:00,7f14y,Class 5,Flat,3yo+,"£3,978",14,Standard,AW,hrs_24287865,Bellagio Man,7,gelding,Antony Brittain,trn_278469,"Warthill, N Yorks",20.0,Paul Musson & Antony Brittain,own_1228732,126,60,82,60,Cam Hardie,jky_278196,21,530470,41,Won 6f handicap here in December; not as his best on last few starts; others look stronger,"Won a 6f handicap here last December; has run the occasional good race since, but not been at his best on last few starts and others look stronger.","""[{\""date\"": \""2021-05-04\"", \""horse\"": \""Bellagio Man\"", \""horse_id\"": \""hrs_24287865\"", \""race\"": \""Irish Stallion Farms EBF Median Auction Maiden (Plus 10 Race) (IRE Incentive Race)\"", \""race_id\"": \""rac_10193950\"", \""course\"": \""Gowran Park\"", \""course_id\"": \""crs_4784\"", \""distance_f\"": \""7\"", \""distance_y\"": \""1540\"", \""quote\"": \""It was a good performance and Bellagio Man had to be brave. He had a terrible draw but it helped that the favourite got stuck in the stalls. Fair play to Colin and the horse as they took advantage of that. He's still a green horse and will improve from it. He was in front a long way from home and it was a fair performance. He wouldn't ideally like that ground, it went a bit slow, and we were a bit nervous before the race with the heavy showers yesterday and today. He's a good ground horse but because it was the first race we said we'd take our chance and we got away with it - Shane Lyons, assistant trainer.\""}]""",14,11,"""[\""C\"", \""D\""]""",https://www.rp-assets.com/svg/3/8/1/307183.svg,1554,19.559855657749846,17.916052031648118,19.025607017444905,21.40883391972379,0.138888888888889,0.0796812749003984,5.090909090909091,0.2682926829268293,18.929138035803263,18.0274514271986,0.05,0.07,0.88,0.12,8.57,10,9.26,0.1643335362142422,6.111111111111111,0.009825097079635374,0.12771267369396688,0,0.004210365756729124,0.246167968054283,0.24610552191734314
rac_11711089,Newcastle (AW),crs_35178,2025-08-29 00:00:00,8:00,7f14y,Class 5,Flat,3yo+,"£3,978",14,Standard,AW,hrs_25122146,Joe Masseria,6,gelding,Sam England,trn_285003,"Guiseley, W Yorks",64.0,Mrs Alexandra Matthews,own_1223628,131,65,79,32,Joe Fanning,jky_7716,21,70000,41,Ex-Irish; yet to find his form for this new yard and others look stronger,Ex-Irish; yet to find his form for this new yard and others look stronger.,"""[{\""date\"": \""2023-04-08\"", \""horse\"": \""Joe Masseria\"", \""horse_id\"": \""hrs_25122146\"", \""race\"": \""Book Tickets Online At CorkRacecourse.ie Handicap\"", \""race_id\"": \""rac_10888228\"", \""course\"": \""Cork\"", \""course_id\"": \""crs_15496\"", \""distance_f\"": \""7\"", \""distance_y\"": \""1540\"", \""quote\"": \""Joe Masseria ran a good race in the Lincoln, he wants soft ground, and as long as the ground stays as it is we will keep tipping away - Noel Meade, trainer.\""}, {\""date\"": \""2022-07-31\"", \""horse\"": \""Joe Masseria\"", \""horse_id\"": \""hrs_25122146\"", \""race\"": \""Ireland West Airport Knock Handicap\"", \""race_id\"": \""rac_10637328\"", \""course\"": \""Galway\"", \""course_id\"": \""crs_4758\"", \""distance_f\"": \""8.5\"", \""distance_y\"": \""1833\"", \""quote\"": \""Joe Masseria travelled into it very smoothly and probably a bit too well. I nursed him as long as I could to the furlong pole. He picked up well and was getting a bit idle towards the line. He'd been promising to do that and loves that ground - Colin Keane, rider.\""}]""",13,6,"""[\""D\""]""",https://www.rp-assets.com/svg/b/7/0/305907b.svg,1554,17.97100777991857,16.40916355887054,19.593028788431734,17.146885488781564,0.0925925925925926,0.0865800865800866,12,0.1111111111111111,0,18.15432665480122,0.12,0.1,1.37,0.1,7.14,7.69,7.14,0.137999014292755,7.5,0.007606056972315202,0.12600168996444439,0,0.0030423706571279774,0.2690726545731761,0.026883024722337723
rac_11711089,Newcastle (AW),crs_35178,2025-08-29 00:00:00,8:00,7f14y,Class 5,Flat,3yo+,"£3,978",14,Standard,AW,hrs_37563876,King's School,4,gelding,Gemma Tutty,trn_354429,"Osmotherley, N Yorks",54.0,"Middlehamparkracing, Partner & P&g Upton",own_1389544,135,69,83,45,Warren Fentiman(5),jky_312057,153,389563,8,Two C&D wins last December; not run since March; likely to be better for the run,Won twice over C&D in December; mixed form after that (fair third to Cusack over C&D last time); off since March and likely to be better for the run.,"""[]""",8,4,"""[\""CD\""]""",https://www.rp-assets.com/svg/b/6/8/347386b.svg,1554,18.96119600655685,17.346437346437348,21.411414241908066,21.411414241908066,0.161290322580645,0.217391304347826,3.8,0.2884615384615384,21.411414241908066,20.494271419305154,0.13,0.12,0.96,0.17,8.77,9.38,7.69,0.1192660550458715,7,0.16901570124393162,0.35542444936002754,0,0.7824342613164271,0.46437450395379165,0.6255428791046143
rac_11711089,Newcastle (AW),crs_35178,2025-08-29 00:00:00,8:00,7f14y,Class 5,Flat,3yo+,"£3,978",14,Standard,AW,hrs_42715386,Black Storm,4,gelding,Katie Scott,trn_171504,"Galashiels, Scottish Borders",33.0,Ursa Major Racing Ltd,own_1072336,133,67,85,55,Shane Gray,jky_270309,20,50832,7,7f AW maiden winner in Ireland; fine first run on turf for this yard (7f); should go well,"Won a Dundalk maiden when trained in Ireland; bought for 17,000gns in July and sound run off this mark when runner-up at Ayr on stable debut (7f, good); should go well.","""[]""",11,2,"""[\""BF\"", \""D\""]""",https://www.rp-assets.com/svg/4/8/0/268084.svg,1554,19.37849387275494,17.77418703292264,20.65680688002768,0,0.172413793103448,0.203665987780041,5.25,0.2580645161290322,0,18.6852573238508,0.08,0.08,1.17,0.2,10.5,10.55,0,0,0,0.4892376197393337,0.4698007642242493,0,0.8069578799469831,0.4466028631865943,0.16649305820465088
rac_11711089,Newcastle (AW),crs_35178,2025-08-29 00:00:00,8:00,7f14y,Class 5,Flat,3yo+,"£3,978",14,Standard,AW,hrs_45598637,Sweet Thing,4,filly,Grant Tuer,trn_136422,"Birkby, N Yorks",50.0,P R S Laffan,own_1437016,138,72,75,0,Oliver Stammers,jky_292752,50,2108,41,Ex-Irish; won 6f maiden last October; below-par this year; AW debut,Ex-Irish; won a 6f Navan maiden last October (good to yielding); has yet to find his form for new yard; AW debut.,"""[{\""date\"": \""2024-10-09\"", \""horse\"": \""Sweet Thing\"", \""horse_id\"": \""hrs_45598637\"", \""race\"": \""Simonstown Maiden\"", \""race_id\"": \""rac_11421215\"", \""course\"": \""Navan\"", \""course_id\"": \""crs_5018\"", \""distance_f\"": \""6\"", \""distance_y\"": \""1280\"", \""quote\"": \""Unfortunately Sweet Thing had a wee setback earlier on in the year so it took a while to get her out, but we always liked her. She travels very well and behaves very well. She had a very nice run at Down Royal. The rain came and it literally went to quite testing ground, so she handled that but obviously inexperience beat her first-time out - Andy Oliver, trainer.\""}]""",6,5,"""[]""",https://www.rp-assets.com/svg/4/5/2/359254.svg,1554,18.34900334744102,16.560913705583754,18.03815051615667,0,0.16,0.170212765957447,0,0,0,18.03815051615667,0.11,0.12,0,0,8.57,9.09,0,0,0,0.011956276016176565,0.09187949972946952,0,0.001826623553383365,0.18813643479180409,0.03492897376418114
rac_11711089,Newcastle (AW),crs_35178,2025-08-29 00:00:00,8:00,7f14y,Class 5,Flat,3yo+,"£3,978",14,Standard,AW,hrs_24665186,Novak,6,gelding,Iain Jardine,trn_193644,"Carrutherstown, D'fries & G'way",30.0,Mrs Francesca Mitchell,own_642336,139,73,82,72,Archie Young(5),jky_307500,17,164728,12,"Five-time AW winner, including over 7f; good turf second two runs back; a possible","Has won five times on the AW, including over 6f/7f here; good effort when second at Musselburgh two runs back (7f, good) but not so good over 6f at Hamilton last time; wouldn't rule out.","""[]""",3,14,"""[\""CD\""]""",https://www.rp-assets.com/svg/4/8/5/160584.svg,1554,19.20335165604831,17.409394503449032,20.56753329537135,20.920300753724906,0.185185185185185,0.24390243902439,3.928571428571429,0.4142011834319526,19.52944629526688,17.85502744684013,0.12,0.1,0.93,0.12,11.11,7.41,7.14,0.2352941176470588,7.5,0.21726424393110855,0.2874121340746146,0,0.12724865135616945,0.39990484802407794,0.06647220253944397
rac_11711089,Newcastle (AW),crs_35178,2025-08-29 00:00:00,8:00,7f14y,Class 5,Flat,3yo+,"£3,978",14,Standard,AW,hrs_21648984,Blazing Son,7,gelding,Bryan Smart,trn_3357,"Sutton Bank, N Yorks",29.0,The Smart Emblaze Partnership,own_1143172,140,74,82,0,Andrew Breslin(3),jky_283641,37,12309,6,4-9 on AW including two wins over 6f here; has won over 7f; bit below best this year,"4-9 on the AW, including two wins over 6f here; has won over 7f at Carlisle so stamina not an issue but not quite at his best on his two runs this year (both over 6f on turf).","""[]""",2,7,"""[\""C\"", \""D\""]""",https://www.rp-assets.com/svg/3/9/7/285793.svg,1554,19.1238861859226,17.458416500332667,20.0941568174678,20.29752164847258,0.172413793103448,0.21551724137931,2.125,1.415929203539823,0,20.0941568174678,0.07,0.1,1.92,0.2,7.14,8.33,7.14,0.2999464381360471,7.5,0.46224527971409807,0.5193452586769061,0,0.9999088628787414,0.5628126748432117,0.16147471964359283
rac_11711089,Newcastle (AW),crs_35178,2025-08-29 00:00:00,8:00,7f14y,Class 5,Flat,3yo+,"£3,978",14,Standard,AW,hrs_30765105,Tasever,5,gelding,Patrick Morris,trn_128637,"Prescott, Merseyside",50.0,Pat Morris And Clear Cut Racing,own_1364012,133,67,83,44,David Nolan,jky_42996,34,322869,11,"Three wins here, two over 7f; not at his best last three runs (after a break latest)","Three wins have been over 7f/1m here, latest off 1lb lower in January; not at his best on last three runs, including after a break last time; other preferred.","""[{\""date\"": \""2023-10-09\"", \""horse\"": \""Tasever\"", \""horse_id\"": \""hrs_30765105\"", \""race\"": \""Leslie Burton (Fisher) Handicap\"", \""race_id\"": \""rac_11043253\"", \""course\"": \""Pontefract\"", \""course_id\"": \""crs_1196\"", \""distance_f\"": \""8\"", \""distance_y\"": \""1766\"", \""quote\"": \""Tasever ran a blinder too and I hope he'll get his win soon - Tim Easterby, trainer.\""}]""",9,8,"""[\""CD\""]""",https://www.rp-assets.com/svg/3/0/0/341003.svg,1554,19.05250883492413,14.251341847121967,21.085426825765033,21.085426825765033,0.185185185185185,0.157728706624606,3.6666666666666665,0.3533568904593639,21.085426825765033,14.943364222905666,0.09,0.08,0.97,0.17,7.5,13.37,9.09,0.1442307692307692,6.212121212121212,0.038899536674035166,0.2170854244443463,0,0.023118590465487945,0.41687588015869353,0.21661114692687988
rac_11711089,Newcastle (AW),crs_35178,2025-08-29 00:00:00,8:00,7f14y,Class 5,Flat,3yo+,"£3,978",14,Standard,AW,hrs_47250987,Joseph,3,gelding,John Butler,trn_235593,"Newmarket, Suffolk",62.0,Adnan Bahbahani,own_1306388,133,72,83,66,P J McDonald,jky_230616,19,23560,15,Two best runs have been here; not quite at his best last three starts; wouldn't rule out,"Two best runs have been over 7f/1m here; not quite in top form on last three starts, including on turf debut after a break last time; wouldn't rule out.","""[]""",10,3,"""[]""",https://www.rp-assets.com/svg/7/9/5/326597.svg,1554,18.9645331298309,17.553371738393764,18.972065726784543,19.127825078362044,0.185185185185185,0.208333333333333,3.7142857142857144,0.3255813953488372,18.972065726784543,18.972065726784543,0.11,0.08,0,0,8.33,8.65,7.14,0.137999014292755,7.5,0.5175473952487206,0.41640591685734485,0,0.12334429386359817,0.380568507760305,0.12173091620206833
rac_11711089,Newcastle (AW),crs_35178,2025-08-29 00:00:00,8:00,7f14y,Class 5,Flat,3yo+,"£3,978",14,Standard,AW,hrs_34473411,Mereside Madness,4,gelding,David & Nicola Barron,trn_354483,"Maunby, N Yorks",43.0,Mereside Racing Limited & Partner,own_1149696,138,72,81,53,William Pyle(3),jky_301428,20,390177,15,"Has won three times over C&D, latest in February; turf winner in July but below-par since","Has won three times over C&D, the latest off a 6lb lower mark in February; won again at Thirsk in July (7f, good; rated 2lb lower than here) but below-par since.","""[]""",5,10,"""[\""CD\""]""",https://www.rp-assets.com/svg/4/2/4/287424.svg,1554,18.91873614830416,16.58124811576726,20.64201416816563,19.481841336841978,0.142857142857143,0.130718954248366,2.888888888888889,0.4235294117647059,19.481841336841978,18.575455564572483,0.09,0.11,1.28,0.25,7.14,8.33,7.14,0.2362869198312236,7.5,0.36186178479924563,0.41324897183656994,0,0.9939436128229028,0.43217306173476006,0.1247222051024437
rac_11711089,Newcastle (AW),crs_35178,2025-08-29 00:00:00,8:00,7f14y,Class 5,Flat,3yo+,"£3,978",14,Standard,AW,hrs_27153469,Finbar's Lad,6,gelding,John & Sean Quinn,trn_369855,"Norton, N Yorks",25.0,P Harrington,own_1218956,139,73,81,62,Rowan Scott,jky_277695,21,543197,8.5,Not at his best since winning at Chelmsford in early July (7f); needs to bounce back,"Not at his best since winning at Chelmsford in early July (7f, standard to slow); needs to bounce back.","""[]""",4,1,"""[\""D\""]""",https://www.rp-assets.com/svg/9/3/7/304739.svg,1554,18.634485502253963,15.251299826689776,20.02486756367129,18.153203780046653,0.208333333333333,0.185185185185185,5.666666666666667,0.3870967741935484,0,19.656784852578365,0.05,0.09,0.91,0.13,10.64,10.71,7.14,0.2352941176470588,7.5,0.14321230600691906,0.28578669106334537,0,0.9999981979022169,0.3665159114629589,0.12818166613578796
rac_11707774,Ffos Las,crs_31512,2025-08-29 00:00:00,1:55,7f80y,Class 5,Flat,4yo+,"£4,187",6,Good To Soft,Turf,hrs_22487976,Lhebayeb,7,mare,Richard Price,trn_2412,"Ullingswick, H'fords",,Douglas Boddy,own_1367872,119,59,84,67,Jack Doughty,jky_309594,35,151729,8.5,1m winner in June; below best latest; has to prove she's still effective over this trip,"Six wins at 1m3f down to 1m, most recently over the latter trip at Chepstow (soft) in June; below best there latest, though, and has to prove she's still effective over this sort of trip.","""[]""",6,6,"""[]""",https://www.rp-assets.com/svg/8/6/9/341968.svg,1620,17.670807745642293,14.150544901579792,17.484188699903385,17.484188699903385,0.208333333333333,0.121212121212121,5.666666666666667,0.0659340659340659,17.484188699903385,17.484188699903385,0,0.07,0,0,10.04,10.96,12.5,0.1496259351620947,4.266666666666667,0.7136988620727276,0.6112262730520872,0,0.8047782512961538,0.4588328990125911,0.8669613599777222
